"module name","license","repository"
"copy-webpack-plugin@6.3.2","MIT","https://github.com/webpack-contrib/copy-webpack-plugin"
"core-js-compat@3.9.1","MIT","https://github.com/zloirock/core-js"
"core-js@3.8.3","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@7.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-ecdh@4.0.4","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"critters@0.0.7","Apache-2.0","https://github.com/GoogleChromeLabs/critters"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-declaration-sorter@4.0.1","MIT","https://github.com/Siilwyn/css-declaration-sorter"
"css-loader@5.0.1","MIT","https://github.com/webpack-contrib/css-loader"
"css-parse@2.0.0","MIT","https://github.com/reworkcss/css-parse"
"css-select-base-adapter@0.1.1","MIT","https://github.com/nrkn/css-select-base-adapter"
"css-select@2.1.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.7.3","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-tree@1.0.0-alpha.37","MIT","https://github.com/csstree/csstree"
"css-tree@1.0.1","MIT","https://github.com/csstree/csstree"
"css-what@3.4.2","BSD-2-Clause","https://github.com/fb55/css-what"
"css@2.2.4","MIT","https://github.com/reworkcss/css"
"css@3.0.0","MIT","https://github.com/reworkcss/css"
"cssauron@1.4.0","MIT","https://github.com/chrisdickinson/cssauron"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@4.0.7","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-arguments@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-match@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-raw-cache@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-same-parent@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano@4.1.10","MIT","https://github.com/cssnano/cssnano"
"csso@4.1.1","MIT","https://github.com/css/csso"
"custom-event@1.0.1","MIT","https://github.com/webmodules/custom-event"
"cyclist@1.0.1","MIT","https://github.com/mafintosh/cyclist"
"d3-array@2.9.1","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-brush@1.1.6","BSD-3-Clause","https://github.com/d3/d3-brush"
"d3-color@1.4.1","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-dispatch@1.0.6","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-drag@1.2.5","BSD-3-Clause","https://github.com/d3/d3-drag"
"d3-ease@1.0.7","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-format@1.4.5","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-hierarchy@1.1.9","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.4.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-scale@3.2.3","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-selection@1.4.2","BSD-3-Clause","https://github.com/d3/d3-selection"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.3.0","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.1.0","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-time@2.0.0","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-timer@1.0.10","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3-transition@1.3.2","BSD-3-Clause","https://github.com/d3/d3-transition"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"damerau-levenshtein@1.0.6","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-format@2.1.0","MIT","https://github.com/nomiddlename/date-format"
"date-format@3.0.0","MIT","https://github.com/nomiddlename/date-format"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.1.0","MIT","https://github.com/visionmedia/debug"
"debug@3.2.6","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.1","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"default-gateway@4.2.0","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.3","MIT","https://github.com/tmpvar/defaults"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"del@2.2.2","MIT","https://github.com/sindresorhus/del"
"del@4.1.1","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"dependency-graph@0.7.2","MIT","https://github.com/jriecken/dependency-graph"
"des.js@1.0.1","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-node@2.0.5","MIT","https://github.com/iliakan/detect-node"
"di@0.0.1","MIT","https://github.com/vojtajina/node-di"
"diff@4.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dijkstrajs@1.0.1","MIT","https://github.com/tcort/dijkstrajs"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.1","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"dom-serialize@2.2.1","MIT","https://github.com/webmodules/dom-serialize"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.0.2","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"dot-prop@5.3.0","MIT","https://github.com/sindresorhus/dot-prop"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.3.695","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.3","MIT","https://github.com/indutny/elliptic"
"emoji-regex@7.0.3","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.13","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"engine.io-parser@4.0.2","MIT","https://github.com/socketio/engine.io-parser"
"engine.io@4.1.1","MIT","https://github.com/socketio/engine.io"
"enhanced-resolve@4.3.0","MIT","https://github.com/webpack/enhanced-resolve"
"enhanced-resolve@5.7.0","MIT","https://github.com/webpack/enhanced-resolve"
"ent@2.2.0","MIT","https://github.com/substack/node-ent"
"entities@2.1.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-paths@2.2.1","MIT","https://github.com/sindresorhus/env-paths"
"err-code@1.1.2","MIT","https://github.com/IndigoUnited/js-err-code"
"err-code@2.0.3","MIT","https://github.com/IndigoUnited/js-err-code"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.17.7","MIT","https://github.com/ljharb/es-abstract"
"es-abstract@1.18.0-next.1","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"es5-ext@0.10.53","ISC","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-promise@4.2.8","MIT","https://github.com/stefanpenner/es6-promise"
"es6-promisify@5.0.0","MIT","https://github.com/digitaldesignlabs/es6-promisify"
"es6-symbol@3.1.3","ISC","https://github.com/medikoo/es6-symbol"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-scope@4.0.3","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"events@3.2.0","MIT","https://github.com/Gozala/events"
"eventsource@1.1.0","MIT","https://github.com/EventSource/eventsource"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"express@4.17.1","MIT","https://github.com/expressjs/express"
"ext@1.4.0","ISC","https://github.com/medikoo/es5-ext/tree/ext"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@3.1.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.2.5","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fastparse@1.1.2","MIT","https://github.com/webpack/fastparse"
"fastq@1.11.0","ISC","https://github.com/mcollina/fastq"
"faye-websocket@0.11.3","Apache-2.0","https://github.com/faye/faye-websocket-node"
"figgy-pudding@3.5.2","ISC","https://github.com/npm/figgy-pudding"
"figures@3.2.0","MIT","https://github.com/sindresorhus/figures"
"file-loader@6.2.0","MIT","https://github.com/webpack-contrib/file-loader"
"file-uri-to-path@1.0.0","MIT","https://github.com/TooTallNate/file-uri-to-path"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir@3.3.1","MIT","https://github.com/avajs/find-cache-dir"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"flatted@2.0.2","ISC","https://github.com/WebReflection/flatted"
"flush-write-stream@1.1.1","MIT","https://github.com/mafintosh/flush-write-stream"
"follow-redirects@1.13.3","MIT","https://github.com/follow-redirects/follow-redirects"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"forwarded@0.1.2","MIT","https://github.com/jshttp/forwarded"
"fraction.js@4.0.13","MIT OR GPL-2.0-or-later","https://github.com/infusion/Fraction.js"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"frontend@0.0.0","UNLICENSED",""
"fs-extra@4.0.2","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@8.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-minipass@2.1.0","ISC","https://github.com/npm/fs-minipass"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@1.2.13","MIT","https://github.com/strongloop/fsevents"
"fsevents@2.1.3","MIT","https://github.com/fsevents/fsevents"
"fsevents@2.3.2","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.1.1","MIT","https://github.com/ljharb/get-intrinsic"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"glob-parent@5.1.1","ISC","https://github.com/gulpjs/glob-parent"
"glob@7.1.6","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.0.3","MIT","https://github.com/sindresorhus/globby"
"globby@5.0.0","MIT","https://github.com/sindresorhus/globby"
"globby@6.1.0","MIT","https://github.com/sindresorhus/globby"
"graceful-fs@4.2.4","ISC","https://github.com/isaacs/node-graceful-fs"
"handle-thing@2.0.1","MIT","https://github.com/indutny/handle-thing"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.5","MIT","https://github.com/ahmadnassri/node-har-validator"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols@1.0.1","MIT","https://github.com/ljharb/has-symbols"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hash-base@3.1.0","MIT","https://github.com/crypto-browserify/hash-base"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js"
"hex-color-regex@1.1.0","MIT","https://github.com/regexps/hex-color-regex"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg"
"hosted-git-info@3.0.7","ISC","https://github.com/npm/hosted-git-info"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js"
"hsl-regex@1.0.0","MIT","https://github.com/regexps/hsl-regex"
"hsla-regex@1.0.0","MIT","https://github.com/regexps/hsla-regex"
"html-comment-regex@1.1.2","MIT","https://github.com/stevemao/html-comment-regex"
"html-entities@1.4.0","MIT","https://github.com/mdevils/node-html-entities"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"http-cache-semantics@4.1.0","BSD-2-Clause","https://github.com/kornelski/http-cache-semantics"
"http-deceiver@1.2.7","MIT","https://github.com/indutny/http-deceiver"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors"
"http-errors@1.7.2","MIT","https://github.com/jshttp/http-errors"
"http-parser-js@0.5.3","MIT","https://github.com/creationix/http-parser-js"
"http-proxy-agent@4.0.1","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http-proxy-middleware@0.19.1","MIT","https://github.com/chimurai/http-proxy-middleware"
"http-proxy@1.18.1","MIT","https://github.com/http-party/node-http-proxy"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"https-browserify@1.0.0","MIT","https://github.com/substack/https-browserify"
"https-proxy-agent@2.2.4","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"https-proxy-agent@5.0.0","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"humanize-ms@1.2.1","MIT","https://github.com/node-modules/humanize-ms"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.6.2","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-utils@5.1.0","ISC","https://github.com/css-modules/icss-utils"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"iferr@0.1.5","MIT","https://github.com/shesek/iferr"
"ignore-walk@3.0.3","ISC","https://github.com/isaacs/ignore-walk"
"ignore@5.1.8","MIT","https://github.com/kaelzhang/node-ignore"
"image-size@0.5.5","MIT","https://github.com/image-size/image-size"
"immediate@3.0.6","MIT","https://github.com/calvinmetcalf/immediate"
"import-fresh@2.0.0","MIT","https://github.com/sindresorhus/import-fresh"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@2.0.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"indexes-of@1.0.1","MIT","https://github.com/dominictarr/indexes-of"
"infer-owner@1.0.4","ISC","https://github.com/npm/infer-owner"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.5","ISC","https://github.com/isaacs/ini"
"ini@2.0.0","ISC","https://github.com/isaacs/ini"
"inquirer@7.3.3","MIT","https://github.com/SBoudrias/Inquirer.js"
"internal-ip@4.3.0","MIT","https://github.com/sindresorhus/internal-ip"
"ip-regex@2.1.0","MIT","https://github.com/sindresorhus/ip-regex"
"ip@1.1.5","MIT","https://github.com/indutny/node-ip"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-absolute-url@2.1.0","MIT","https://github.com/sindresorhus/is-absolute-url"
"is-absolute-url@3.0.3","MIT","https://github.com/sindresorhus/is-absolute-url"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-arguments@1.1.0","MIT","https://github.com/inspect-js/is-arguments"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-arrayish@0.3.2","MIT","https://github.com/qix-/node-is-arrayish"
"is-binary-path@1.0.1","MIT","https://github.com/sindresorhus/is-binary-path"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-callable@1.2.2","MIT","https://github.com/ljharb/is-callable"
"is-color-stop@1.1.0","MIT","https://github.com/pigcan/is-color-stop"
"is-core-module@2.2.0","MIT","https://github.com/inspect-js/is-core-module"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-date-object@1.0.2","MIT","https://github.com/ljharb/is-date-object"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-directory@0.3.1","MIT","https://github.com/jonschlinkert/is-directory"
"is-docker@2.1.1","MIT","https://github.com/sindresorhus/is-docker"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@4.0.1","MIT","https://github.com/micromatch/is-glob"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive"
"is-lambda@1.0.1","MIT","https://github.com/watson/is-lambda"
"is-negative-zero@2.0.0","MIT","https://github.com/ljharb/is-negative-zero"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-obj@2.0.0","MIT","https://github.com/sindresorhus/is-obj"
"is-path-cwd@1.0.0","MIT","https://github.com/sindresorhus/is-path-cwd"
"is-path-cwd@2.2.0","MIT","https://github.com/sindresorhus/is-path-cwd"
"is-path-in-cwd@1.0.1","MIT","https://github.com/sindresorhus/is-path-in-cwd"
"is-path-in-cwd@2.1.0","MIT","https://github.com/sindresorhus/is-path-in-cwd"
"is-path-inside@1.0.1","MIT","https://github.com/sindresorhus/is-path-inside"
"is-path-inside@2.1.0","MIT","https://github.com/sindresorhus/is-path-inside"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-regex@1.1.1","MIT","https://github.com/ljharb/is-regex"
"is-resolvable@1.1.0","ISC","https://github.com/shinnn/is-resolvable"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-svg@3.0.0","MIT","https://github.com/sindresorhus/is-svg"
"is-symbol@1.0.3","MIT","https://github.com/inspect-js/is-symbol"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-unicode-supported@0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported"
"is-what@3.14.1","MIT","https://github.com/mesqueeb/is-what"
"is-windows@1.0.2","MIT","https://github.com/jonschlinkert/is-windows"
"is-wsl@1.1.0","MIT","https://github.com/sindresorhus/is-wsl"
"is-wsl@2.2.0","MIT","https://github.com/sindresorhus/is-wsl"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isbinaryfile@4.0.6","MIT","https://github.com/gjtorikian/isBinaryFile"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@2.1.0","MIT","https://github.com/jonschlinkert/isobject"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"isstream@0.1.2","MIT","https://github.com/rvagg/isstream"
"istanbul-lib-coverage@3.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@4.0.3","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@4.0.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.0.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jasmine-core@2.8.0","MIT","https://github.com/jasmine/jasmine"
"jasmine-core@3.6.0","MIT","https://github.com/jasmine/jasmine"
"jasmine-spec-reporter@5.0.2","Apache-2.0","https://github.com/bcaudan/jasmine-spec-reporter"
"jasmine@2.8.0","MIT","https://github.com/jasmine/jasmine-npm"
"jasminewd2@2.2.0","MIT","https://github.com/angular/jasminewd"
"jest-worker@26.6.2","MIT","https://github.com/facebook/jest"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.14.0","MIT","https://github.com/nodeca/js-yaml"
"jsbn@0.1.1","MIT","https://github.com/andyperlitch/jsbn"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-schema@0.2.3","AFLv2.1,BSD","https://github.com/kriszyp/json-schema"
"json-stringify-safe@5.0.1","ISC","https://github.com/isaacs/json-stringify-safe"
"json3@3.3.3","MIT","https://github.com/bestiejs/json3"
"json5@1.0.1","MIT","https://github.com/json5/json5"
"json5@2.1.3","MIT","https://github.com/json5/json5"
"jsonc-parser@3.0.0","MIT","https://github.com/microsoft/node-jsonc-parser"
"jsonfile@4.0.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonparse@1.3.1","MIT","https://github.com/creationix/jsonparse"
"jsprim@1.4.1","MIT","https://github.com/joyent/node-jsprim"
"jszip@3.5.0","(MIT OR GPL-3.0)","https://github.com/Stuk/jszip"
"karma-chrome-launcher@3.1.0","MIT","https://github.com/karma-runner/karma-chrome-launcher"
"karma-coverage@2.0.3","MIT","https://github.com/karma-runner/karma-coverage"
"karma-jasmine-html-reporter@1.5.4","MIT","https://github.com/dfederm/karma-jasmine-html-reporter"
"karma-jasmine@4.0.1","MIT","https://github.com/karma-runner/karma-jasmine"
"karma-source-map-support@1.4.0","MIT","https://github.com/tschaub/karma-source-map-support"
"karma@6.2.0","MIT","https://github.com/karma-runner/karma"
"killable@1.0.1","ISC","https://github.com/marten-de-vries/killable"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@4.0.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@5.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of"
"klona@2.0.4","MIT","https://github.com/lukeed/klona"
"less-loader@7.3.0","MIT","https://github.com/webpack-contrib/less-loader"
"less@4.1.1","Apache-2.0","https://github.com/less/less.js"
"libphonenumber-js@1.9.16","MIT","git+https://gitlab.com/catamphetamine/libphonenumber-js"
"license-webpack-plugin@2.3.11","ISC","https://github.com/xz64/license-webpack-plugin"
"lie@3.3.0","MIT","https://github.com/calvinmetcalf/lie"
"lines-and-columns@1.1.6","MIT","https://github.com/eventualbuddha/lines-and-columns"
"loader-runner@2.4.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils@1.2.3","MIT","https://github.com/webpack/loader-utils"
"loader-utils@1.4.0","MIT","https://github.com/webpack/loader-utils"
"loader-utils@2.0.0","MIT","https://github.com/webpack/loader-utils"
"locate-path@3.0.0","MIT","https://github.com/sindresorhus/locate-path"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash-es@4.17.21","MIT","https://github.com/lodash/lodash"
